dataset	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf	allocation	post_proba
LG19_19715000_19720000	0	0.00196	0.00414	0.00436	7	0.00299	0.00363	0.00277	0.00372	0.51453	-0.15441	0.00346	0.00015	0.02412	0	1	0	0	migration	1
LG19_20365000_20370000	0	0.00291	0.00228	0.00104	2	0.00176	0.00111	0.00173	0.00145	0.10901	-1.47739	0.00175	0.00032	0.10881	0	1	0	0	migration	1
LG19_20750000_20755000	0	0.00417	0.00459	0.00271	1	0.00288	0.00284	0.00301	0.0032	-0.28676	-0.71721	0.00352	0.00066	0.11266	0	1	0	0	migration	1
LG19_21075000_21080000	0	0.00313	0.00438	0.00188	1	0.00193	0.00217	0.00219	0.00274	-0.74469	-1.32044	0.00209	3e-05	0.00916	0	1	0	0	migration	1
LG19_21315000_21320000	0.00041	0.01178	0.0279	0.00207	2	0.00675	0.01266	0.00606	0.01312	0.72893	-0.2283	0.01793	0.00823	0.31617	1	0	0	0	migration	1
LG19_21700000_21705000	0	0.0023	0.01127	0.00501	8	0.00256	0.00661	0.0032	0.00713	-1.27046	-0.47069	0.00602	0.00143	0.14567	0	1	0	0	migration	1
LG19_22020000_22025000	0	0.00167	0.01109	0.00419	3	0.00265	0.00664	0.00257	0.00669	0.20823	-0.04785	0.00545	0.00081	0.08653	0	1	0	0	migration	1
LG19_22370000_22375000	0	0.00447	0.00362	0.00341	2	0.00338	0.00273	0.00345	0.00308	-0.13273	-0.7262	0.00414	0.00109	0.16283	0	1	0	0	migration	1
LG19_22465000_22470000	0	0.00334	0.01251	0.00792	16	0.00423	0.01033	0.00493	0.00895	-0.9177	0.99576	0.00862	0.00134	0.09136	0	1	0	0	migration	1
LG19_22965000_22970000	0	0.0025	0.00998	0.00478	3	0.00318	0.00593	0.00319	0.00647	-0.02564	-0.53053	0.00528	0.00073	0.07995	0	1	0	0	migration	1
LG19_23210000_23215000	0	0.00312	0.0052	0.00977	6	0.00613	0.0062	0.00565	0.00656	0.54771	-0.35397	0.00638	0.00021	0.01867	0	1	0	0	migration	1
LG19_23425000_23430000	0.00021	0.00585	0.00209	0.00313	3	0.00389	0.00227	0.00393	0.00229	-0.07875	-0.04732	0.00367	0.00059	0.0946	1	0	0	0	migration	1
LG19_24450000_24455000	0	0.00378	0.00252	0.01028	18	0.00667	0.00575	0.00616	0.00561	0.53885	0.16472	0.00598	-0.00023	-0.02069	0	1	0	0	migration	1
LG19_24525000_24530000	0	0.00444	0.00419	0.00986	5	0.0063	0.00631	0.00626	0.00616	0.03334	0.16371	0.0063	0	-0.00024	0	1	0	0	migration	1
LG20_2030000_2035000	0	0.00458	0.00583	0.00499	5	0.0042	0.00455	0.00419	0.00474	0.01715	-0.25536	0.00481	0.00043	0.05113	0	1	0	0	migration	1
LG20_2135000_2140000	0	0.00317	0.00507	0.00401	10	0.00255	0.00375	0.00315	0.00398	-1.20532	-0.37279	0.00397	0.00082	0.12431	0	1	0	0	migration	1
LG20_2180000_2185000	0.00021	0.00421	0.00778	0.0021	4	0.00283	0.00342	0.00276	0.00433	0.15813	-1.34237	0.00421	0.00108	0.15849	1	0	0	0	migration	1
LG20_2705000_2710000	0	0.00186	0.01034	0.00496	2	0.00323	0.00673	0.00299	0.0067	0.50423	0.02477	0.00509	0.00011	0.01219	0	1	0	0	migration	1
LG20_2975000_2980000	0	0.00229	0.00937	0.00541	3	0.00352	0.00612	0.00337	0.00647	0.2865	-0.35104	0.00502	2e-04	0.02175	0	1	0	0	migration	1
LG20_3055000_3060000	0	0.00704	0.006	0.00642	3	0.00573	0.00544	0.00589	0.00544	-0.18089	-0.00262	0.0057	0.00012	0.01177	0	1	0	0	migration	1
LG20_3085000_3090000	0	0.00267	0.00431	0.00308	3	0.00278	0.00317	0.00252	0.00324	0.65504	-0.12101	0.00323	0.00025	0.04396	0	1	0	0	migration	1
LG20_3120000_3125000	0	0.00172	0.00603	0.00646	3	0.00379	0.00554	0.00358	0.00547	0.3667	0.08391	0.00491	0.00025	0.02853	0	1	0	0	migration	1
LG20_5080000_5085000	0	0.00249	0.01142	0.00602	8	0.00316	0.00627	0.00373	0.00764	-0.97978	-1.15555	0.00448	-0.00024	-0.02828	0	1	0	0	migration	1
LG20_7510000_7515000	0	0.00332	0.00312	0.00332	1	0.0027	0.0027	0.00291	0.00282	-0.45942	-0.2693	0.00277	7e-05	0.01379	0	1	0	0	migration	1
LG20_7565000_7570000	0	0.00331	0.00497	0.00145	0	0.00174	0.00266	0.00209	0.00281	-1.04323	-0.33157	0.00239	0.00019	0.04517	0	1	0	0	migration	1
LG20_7650000_7655000	0	0.00186	0.00268	0.00495	4	0.00283	0.00305	0.00298	0.00334	-0.31605	-0.55196	0.00309	0.00015	0.02727	0	1	0	0	migration	1
LG20_8180000_8185000	0	0.00126	0.00398	0.00294	3	0.00193	0.00271	0.00184	0.00303	0.31446	-0.6676	0.00278	0.00046	0.09827	0	1	0	0	migration	1
LG20_9950000_9955000	0	0.00041	0.00552	0.00245	3	0.00138	0.00305	0.00125	0.00349	0.60284	-0.80148	0.00225	3e-05	0.00832	0	1	0	0	migration	1
LG20_9970000_9975000	0	0.00332	0.00788	0.00726	4	0.00422	0.00586	0.00463	0.00663	-0.57461	-0.74641	0.00501	-3e-05	-0.003	0	1	0	0	migration	1
LG20_10250000_10255000	0	0.00208	0.01287	0.00228	2	0.00167	0.00624	0.00191	0.00663	-0.76939	-0.3837	0.0042	0.00024	0.032	0	1	0	0	migration	1
LG20_11075000_11080000	0	0.00548	0.00954	0.00264	1	0.00318	0.00451	0.00356	0.00533	-0.6743	-0.99706	0.00398	0.00014	0.01915	0	1	0	0	migration	1
LG20_12505000_12510000	0	0.0025	0.00396	0.00063	1	0.00104	0.00175	0.00137	0.00201	-1.47247	-0.80382	0.00143	3e-05	0.01074	0	1	0	0	migration	1
LG20_12610000_12615000	0	0.00311	0.00248	0.00124	1	0.00188	0.00173	0.0019	0.00163	-0.08876	0.35511	0.00258	0.00078	0.19013	0	1	0	0	migration	1
LG20_13275000_13280000	0	0.00104	0.00625	0.0025	4	0.00176	0.00355	0.00155	0.00383	0.85096	-0.46089	0.00304	0.00038	0.07305	0	1	0	0	migration	1
LG20_13740000_13745000	0	0.00314	0.0157	0.00502	2	0.0029	0.00837	0.00357	0.00907	-1.19968	-0.50048	0.00923	0.0036	0.2581	0	1	0	0	migration	1
LG20_17250000_17255000	0	0.00386	0.00407	0.00043	0	0.00199	0.00196	0.00188	0.00197	0.36201	-0.04339	0.00324	0.00127	0.25951	0	1	0	0	migration	1
LG20_17645000_17650000	0	0.00146	0.00251	0.00188	1	0.00159	0.00171	0.00146	0.00192	0.5231	-0.67864	0.00159	-6e-05	-0.02035	0	1	0	0	migration	1
LG20_18020000_18025000	0	0.00257	0.00751	0.00536	9	0.00277	0.00599	0.00348	0.00564	-1.2856	0.40494	0.00541	0.00103	0.11335	0	1	0	0	migration	1
LG20_18065000_18070000	0	0.00252	0.01847	0.00273	1	0.00217	0.00887	0.0023	0.00928	-0.35417	-0.28742	0.00695	0.00143	0.12378	0	1	0	0	migration	1
LG20_18320000_18325000	0	0.00189	0.01095	0.01137	11	0.0054	0.00999	0.00581	0.00977	-0.44852	0.14533	0.00898	0.00128	0.0834	0	1	0	0	migration	1
LG20_18660000_18665000	0	0.0054	0.00643	0.00374	4	0.00418	0.00457	0.004	0.00445	0.28636	0.16121	0.00595	0.00158	0.16442	0	1	0	0	migration	1
LG20_19130000_19135000	0	0.0025	0.00499	0.00582	4	0.00347	0.00467	0.00364	0.00474	-0.31013	-0.08645	0.0052	0.00113	0.13154	0	1	0	0	migration	1
LG20_19475000_19480000	0	0.00061	0.00102	0.00041	1	0.00039	0.00048	0.00045	0.00062	-0.65543	-1.39031	0.00054	0.00011	0.12	0	1	0	0	migration	1
LG20_21585000_21590000	0	0.00421	0.01052	0.00673	8	0.00496	0.00813	0.00479	0.00755	0.23262	0.49474	0.00807	0.00153	0.11278	0	1	0	0	migration	1
LG20_21750000_21755000	0	0.00563	0.00495	0.0036	2	0.00365	0.00371	0.00404	0.00375	-0.6243	-0.06727	0.0053	0.00163	0.19432	0	1	0	0	migration	1
LG20_22310000_22315000	0	0.00187	0.00727	0.01206	26	0.00633	0.00811	0.0061	0.00847	0.24643	-0.27433	0.00687	-0.00035	-0.02706	0	1	0	0	migration	1
LG20_23005000_23010000	0	0.0033	0.01733	0.00557	2	0.00363	0.00986	0.00388	0.01003	-0.41803	-0.1082	0.00879	0.00204	0.14187	0	1	0	0	migration	1
LG20_23670000_23675000	0	0.01445	0.00248	0.00846	7	0.01042	0.00476	0.01004	0.00479	0.24665	-0.04007	0.00853	0.00094	0.06345	0	1	0	0	migration	1
LG20_24140000_24145000	0	0.00692	0.00503	0.00608	4	0.00597	0.0044	0.00569	0.00487	0.31095	-0.6111	0.00523	4e-05	0.00463	0	1	0	0	migration	1
LG21_330000_335000	0	0.00456	0.01118	0.00642	3	0.00481	0.0075	0.00481	0.00771	-0.00323	-0.17791	0.00769	0.00154	0.1198	0	1	0	0	migration	1
LG21_365000_370000	0	0.00268	0.00743	0.00764	7	0.00486	0.0058	0.00452	0.0066	0.47855	-0.78671	0.00539	6e-05	0.00653	0	1	0	0	migration	1
LG21_955000_960000	0	0.00084	0.00502	0.00627	8	0.00265	0.00455	0.00311	0.00495	-0.94922	-0.51983	0.00351	-9e-05	-0.01357	0	1	0	0	migration	1
LG21_1040000_1045000	0	0.00423	0.00646	0.00913	6	0.00552	0.00634	0.00585	0.00683	-0.36127	-0.46003	0.00652	0.00059	0.05138	0	1	0	0	migration	1
LG21_3375000_3380000	0.00165	0.0031	0.00971	0.00289	1	0.00226	0.00521	0.00262	0.00552	-0.88067	-0.36456	0.00965	0.00592	0.46385	1	0	0	0	migration	1
LG21_4285000_4290000	0	0.00851	0.01308	0.00561	1	0.00573	0.00769	0.00618	0.00818	-0.47139	-0.38487	0.00745	0.00074	0.05659	0	1	0	0	migration	1
LG21_4545000_4550000	0	0.00415	0.00829	0.0056	3	0.00468	0.00562	0.00427	0.00608	0.62685	-0.48463	0.00591	0.00075	0.07381	0	1	0	0	migration	1
LG21_4625000_4630000	0	0.00434	0.00785	0.00207	2	0.00253	0.00453	0.0028	0.00434	-0.61178	0.2776	0.00498	0.00145	0.18277	0	1	0	0	migration	1
LG21_5770000_5775000	0	0.00445	0.00657	0.00763	4	0.00462	0.00556	0.00529	0.00622	-0.81368	-0.67471	0.00508	-1e-05	-0.00076	0	1	0	0	migration	1
LG21_5990000_5995000	0	0.00529	0.01186	0.00064	0	0.00272	0.00467	0.0026	0.00547	0.31134	-0.93797	0.00618	0.00248	0.2676	0	1	0	0	migration	1
LG21_6650000_6655000	0	0.00063	0.01544	0.00167	1	0.00097	0.00719	0.001	0.00749	-0.18938	-0.25969	0.00535	0.00127	0.14533	0	1	0	0	migration	1
LG21_6675000_6680000	0.00021	0.00351	0.00846	0.00372	3	0.00329	0.00572	0.00316	0.00533	0.25098	0.47086	0.00563	0.00112	0.11973	1	0	0	0	migration	1
LG21_7180000_7185000	0	0.00295	0.00589	0.00694	12	0.0048	0.00595	0.00433	0.00562	0.68904	0.37323	0.0053	-8e-05	-0.00789	0	1	0	0	migration	1
LG21_7315000_7320000	0.00042	0.00832	0.01455	0.00125	1	0.00402	0.00718	0.00419	0.00692	-0.25807	0.2418	0.00857	0.00297	0.22443	1	0	0	0	migration	1
LG21_7510000_7515000	0	0.00517	0.00642	0.0029	2	0.00363	0.00373	0.00354	0.00408	0.16913	-0.55423	0.00443	0.00075	0.10008	0	1	0	0	migration	1
LG21_7790000_7795000	0.00062	0.00457	0.01102	0.00104	1	0.00287	0.00503	0.00246	0.00528	1.05485	-0.30378	0.00654	0.00259	0.26322	1	0	0	0	migration	1
LG21_7800000_7805000	0.00272	0.00712	0.01088	0.0023	1	0.004	0.00497	0.00412	0.00577	-0.18648	-0.89909	0.01039	0.00591	0.4181	1	0	0	0	migration	1
LG21_8425000_8430000	0	0.00741	0.0107	0.00761	4	0.00604	0.0085	0.00658	0.00802	-0.53147	0.39011	0.00956	0.00229	0.14641	0	1	0	0	migration	1
LG21_9195000_9200000	0	0.00104	0.0077	0.00541	6	0.00311	0.00625	0.00282	0.00574	0.6336	0.5769	0.00519	0.00051	0.05594	0	1	0	0	migration	1
LG21_9655000_9660000	0	0.00188	0.00795	0.00355	3	0.00227	0.00523	0.00238	0.00504	-0.28815	0.24308	0.00446	0.00071	0.09372	0	1	0	0	migration	1
LG21_10035000_10040000	0	0.00474	0.00412	0.00186	1	0.00318	0.00264	0.00289	0.00262	0.62732	0.04947	0.0038	9e-04	0.14388	0	1	0	0	migration	1
LG21_10230000_10235000	0	0.00432	0.0035	0.00658	15	0.00462	0.00406	0.00478	0.00441	-0.20585	-0.5153	0.00441	7e-05	0.00883	0	1	0	0	migration	1
LG21_11510000_11515000	0	0.00233	0.00613	0.00676	5	0.00388	0.00565	0.00398	0.00565	-0.16923	0.00433	0.00594	0.00118	0.11896	0	1	0	0	migration	1
LG21_12290000_12295000	0	0.00334	0.00856	0.00501	6	0.00363	0.00633	0.00366	0.00594	-0.04306	0.42171	0.00567	0.00069	0.07013	0	1	0	0	migration	1
LG21_12695000_12700000	0	0.00333	0.0027	0.00166	1	0.00205	0.0018	0.00219	0.00191	-0.3856	-0.36101	0.00185	-8e-05	-0.02274	0	1	0	0	migration	1
LG21_12795000_12800000	0	0.00239	0.00738	0.00564	4	0.00411	0.00577	0.00352	0.0057	1.07255	0.07889	0.00563	0.00069	0.07075	0	1	0	0	migration	1
LG21_12990000_12995000	0	0.00041	0.01053	0.00145	2	0.00087	0.00508	0.00081	0.00524	0.39045	-0.20264	0.00385	0.00088	0.13913	0	1	0	0	migration	1
LG21_14100000_14105000	0	0.00442	0.00947	0.00484	3	0.00428	0.006	0.00405	0.00626	0.3527	-0.26967	0.00696	0.00183	0.16229	0	1	0	0	migration	1
LG21_14435000_14440000	0	0.00122	0.00653	0.00143	2	0.00125	0.0034	0.00116	0.00348	0.47239	-0.15441	0.00279	0.00046	0.09784	0	1	0	0	migration	1
LG21_14450000_14455000	0	0.00246	0.01065	0.00123	0	0.00161	0.00489	0.00161	0.0052	-0.01305	-0.38806	0.00404	0.00079	0.11703	0	1	0	0	migration	1
LG21_14775000_14780000	0	0.0021	0.00463	0.00484	8	0.0031	0.00373	0.00304	0.00414	0.12338	-0.64076	0.00464	0.00122	0.16362	0	1	0	0	migration	1
LG21_16045000_16050000	0	0.00145	0.01097	0.00724	7	0.00472	0.00813	0.00381	0.00798	1.52966	0.12169	0.00653	0.00011	0.0091	0	1	0	0	migration	1
LG21_16705000_16710000	0	0.00207	0.00477	0.0056	3	0.00317	0.00482	0.00336	0.00454	-0.36854	0.40052	0.00422	0.00022	0.02931	0	1	0	0	migration	1
LG21_17430000_17435000	0	0.00418	0.00983	0.00899	6	0.00654	0.00807	0.00577	0.00824	0.85656	-0.13368	0.00743	0.00013	0.00962	0	1	0	0	migration	1
LG21_17580000_17585000	0	0.00124	0.00664	0.00643	7	0.00366	0.00628	0.00336	0.00572	0.57471	0.62351	0.00512	0.00015	0.01568	0	1	0	0	migration	1
LG21_17790000_17795000	0	0.00374	0.00685	0.00374	2	0.0028	0.00459	0.00327	0.00464	-0.92837	-0.05809	0.00423	0.00054	0.0735	0	1	0	0	migration	1
LG22_2305000_2310000	0	0.00561	0.01018	0.01122	3	0.00726	0.00945	0.00737	0.00937	-0.09839	0.05119	0.00851	0.00015	0.01	0	1	0	0	migration	1
LG22_2585000_2590000	0	0.00373	0.00518	0.00809	7	0.00491	0.0059	0.00518	0.00581	-0.33356	0.10038	0.00518	-0.00022	-0.02283	0	1	0	0	migration	1
LG22_2730000_2735000	0	0.00422	0.00822	0.00654	2	0.00508	0.00647	0.00471	0.00646	0.49669	0.00204	0.00647	7e-04	0.06171	0	1	0	0	migration	1
LG22_3075000_3080000	0	0.00333	0.01166	0.00375	2	0.00299	0.00682	0.0031	0.00675	-0.23782	0.06453	0.0064	0.0015	0.14283	0	1	0	0	migration	1
LG22_3315000_3320000	0	0.00562	0.00458	0.00396	5	0.00464	0.00325	0.0042	0.00374	0.67345	-0.83759	0.00429	0.00035	0.04611	0	1	0	0	migration	1
LG22_3715000_3720000	0	0.00287	0.02193	0.00266	2	0.00202	0.01148	0.00242	0.01077	-1.04575	0.42432	0.00972	0.00297	0.19377	0	1	0	0	migration	1
LG22_4575000_4580000	0.00311	0.00311	0.00913	0.00021	0	0.00131	0.00383	0.00145	0.00409	-0.59482	-0.4028	0.00731	0.00474	0.50098	1	0	0	0	migration	1
LG22_4855000_4860000	0	0.00715	0.00315	0.00357	4	0.00464	0.00265	0.0047	0.00295	-0.07722	-0.64054	0.00479	0.00114	0.14627	0	1	0	0	migration	1
LG22_5335000_5340000	0	0.00187	0.00958	0.00333	2	0.00235	0.00549	0.00228	0.00566	0.18282	-0.19413	0.00473	0.00082	0.10217	0	1	0	0	migration	1
LG22_5570000_5575000	0	0.00376	0.00314	0.00627	8	0.00402	0.00439	0.0044	0.00412	-0.55489	0.41923	0.00442	0.00021	0.02671	0	1	0	0	migration	1
LG22_6820000_6825000	0	0.0056	0.00892	0.00767	4	0.00527	0.00713	0.00581	0.00727	-0.60329	-0.11716	0.00707	0.00087	0.07134	0	1	0	0	migration	1
LG22_6850000_6855000	0	0.0027	0.00936	0.00333	4	0.00255	0.00578	0.00264	0.00556	-0.21629	0.26095	0.00483	0.00066	0.07989	0	1	0	0	migration	1
LG22_7870000_7875000	0	0.00408	0.01164	0.01082	5	0.00683	0.009	0.00653	0.00984	0.30143	-0.55164	0.00886	0.00094	0.06106	0	1	0	0	migration	1
LG22_8950000_8955000	0	0.01365	0.00352	0.00145	2	0.00579	0.00178	0.00661	0.00217	-0.80015	-1.14368	0.00394	0.00016	0.02202	0	1	0	0	migration	1
LG22_9630000_9635000	0	0.00101	0.00302	0.00101	1	0.00071	0.00152	0.00088	0.00177	-1.1605	-0.87431	0.00121	9e-05	0.04398	0	1	0	0	migration	1
LG22_10815000_10820000	0	0.00349	0.00677	0.00718	6	0.00485	0.00596	0.00467	0.00611	0.25139	-0.1544	0.00558	0.00018	0.01739	0	1	0	0	migration	1
LG22_11410000_11415000	0	0.0064	0.01349	0.00754	4	0.00588	0.00855	0.00611	0.00921	-0.23625	-0.46355	0.00761	0.00039	0.02872	0	1	0	0	migration	1
LG22_11630000_11635000	0	0.00104	0.01263	0.00807	4	0.00391	0.00841	0.00399	0.00907	-0.13382	-0.4716	0.00643	0.00027	0.02368	0	1	0	0	migration	1
LG22_12130000_12135000	0	0.00493	0.00558	0.00901	10	0.00584	0.00636	0.00611	0.00639	-0.28635	-0.02472	0.00598	-0.00012	-0.01055	0	1	0	0	migration	1
LG22_12475000_12480000	2e-04	0.00856	0.02038	0.01488	6	0.01027	0.01599	0.01026	0.01544	0.0045	0.2312	0.01565	0.00252	0.09461	1	0	0	0	migration	1
LG22_12745000_12750000	0	0.00385	0.01765	0.01238	9	0.00702	0.01312	0.00711	0.01315	-0.08034	-0.01509	0.01232	0.00225	0.10863	0	1	0	0	migration	1
LG22_13510000_13515000	0	0.00346	0.00407	0.00631	10	0.00419	0.00468	0.00428	0.00454	-0.1285	0.19061	0.00451	7e-05	0.00909	0	1	0	0	migration	1
LG23_755000_760000	0.00046	0.00531	0.01062	0.00623	5	0.00545	0.00737	0.00506	0.00738	0.49805	-0.00755	0.00816	0.00175	0.12941	1	0	0	0	migration	1
LG23_1435000_1440000	0	0.00371	0.01052	0.01279	7	0.00685	0.01018	0.00723	0.01021	-0.33804	-0.02036	0.00892	4e-04	0.0252	0	1	0	0	migration	1
LG23_1550000_1555000	0	0.00807	0.0044	0.0093	5	0.00819	0.00587	0.00761	0.006	0.49123	-0.13755	0.00783	8e-04	0.05839	0	1	0	0	migration	1
LG23_2030000_2035000	0	0.00378	0.00967	0.00862	4	0.00523	0.00823	0.00543	0.00801	-0.24184	0.17468	0.00719	0.00047	0.0365	0	1	0	0	migration	1
LG23_2925000_2930000	0	0.00314	0.01508	0.00503	3	0.00384	0.00763	0.00358	0.00881	0.46777	-0.86728	0.00587	0.00013	0.01247	0	1	0	0	migration	1
LG23_3700000_3705000	0	0.00394	0.00891	0.01056	11	0.00627	0.00881	0.00635	0.00853	-0.08197	0.21425	0.00809	0.00055	0.03827	0	1	0	0	migration	1
LG23_3900000_3905000	0	0.00188	0.01191	0.00251	3	0.00173	0.00603	0.00192	0.00632	-0.63326	-0.2881	0.00461	0.00073	0.09297	0	1	0	0	migration	1
LG23_4150000_4155000	0	0.00613	0.00359	0.00317	3	0.00359	0.00247	0.00407	0.00296	-0.75302	-1.06316	0.00294	-9e-05	-0.0172	0	1	0	0	migration	1
LG23_4590000_4595000	0	0.00313	0.00958	0.00542	9	0.00331	0.00613	0.00374	0.00657	-0.74279	-0.43568	0.00506	0.00034	0.03812	0	1	0	0	migration	1
LG23_5005000_5010000	0	0.00665	0.00603	0.00894	7	0.00683	0.00651	0.00683	0.00655	0.00391	-0.04075	0.00663	-4e-05	-0.0036	0	1	0	0	migration	1
LG23_5125000_5130000	0	0.00107	0.00555	0.00769	8	0.00419	0.00602	0.00384	0.0058	0.58434	0.24782	0.00502	-9e-05	-0.00921	0	1	0	0	migration	1
LG23_5570000_5575000	0	0.00397	0.01087	0.00983	3	0.00601	0.00899	0.00604	0.00907	-0.03824	-0.05331	0.00843	0.00093	0.06361	0	1	0	0	migration	1
LG23_5615000_5620000	0	0.00339	0.00487	0.00487	2	0.00354	0.00404	0.00362	0.00426	-0.12952	-0.34275	0.00382	3e-05	0.00472	0	1	0	0	migration	1
LG23_6315000_6320000	0	0.00105	0.00989	0.00105	1	0.00097	0.00497	0.00092	0.00479	0.3023	0.23262	0.0038	0.00083	0.13271	0	1	0	0	migration	1
LG23_7425000_7430000	0	0.00185	0.00575	0.00555	3	0.00341	0.00442	0.00324	0.00495	0.3365	-0.68049	0.00385	-7e-05	-0.00995	0	1	0	0	migration	1
LG23_7765000_7770000	0	0.00272	0.01025	0.0046	3	0.00291	0.00623	0.00321	0.00651	-0.57889	-0.26819	0.00508	5e-04	0.05673	0	1	0	0	migration	1
LG23_8525000_8530000	0	0.00229	0.01435	0.00374	4	0.00251	0.00814	0.00264	0.00792	-0.31595	0.17468	0.00656	0.00124	0.11261	0	1	0	0	migration	1
LG23_10385000_10390000	0	0.00516	0.0062	0.0095	9	0.00613	0.00695	0.00642	0.00687	-0.2958	0.07397	0.00667	0.00013	0.01042	0	1	0	0	migration	1
LG23_10735000_10740000	0	0.00456	0.01699	0.00228	1	0.00293	0.00903	0.00299	0.00844	-0.14028	0.45514	0.00822	0.00224	0.16949	0	1	0	0	migration	1
LG23_11515000_11520000	0.00752	0.00501	0.00794	0.00104	1	0.00228	0.00317	0.00265	0.00393	-0.88067	-1.23229	0.01189	0.00916	0.64685	1	0	0	0	migration	1
LG23_11905000_11910000	0	0.00147	0.00753	0.00377	4	0.00197	0.00479	0.00229	0.00495	-0.89116	-0.2124	0.00388	0.00051	0.07569	0	1	0	0	migration	1
LG23_12325000_12330000	0	0.00587	0.00629	0.00231	3	0.00303	0.00344	0.00358	0.00376	-0.97569	-0.5532	0.00573	0.00249	0.29606	0	1	0	0	migration	1
LG23_12755000_12760000	0	0.00315	0.01492	0.00357	3	0.00304	0.00776	0.00294	0.0081	0.2047	-0.26914	0.00865	0.00325	0.24714	0	1	0	0	migration	1
LG23_13385000_13390000	0	0.00314	0.01486	0.00272	1	0.00282	0.00716	0.00257	0.0077	0.62067	-0.45398	0.00648	0.00149	0.13997	0	1	0	0	migration	1
LG23_13965000_13970000	0.00021	0.00063	0.01866	0.00629	4	0.00334	0.01024	0.00303	0.01093	0.65071	-0.40363	0.0104	0.00361	0.22466	1	0	0	0	migration	1
LG23_14955000_14960000	0	0.00253	0.00865	0.00506	3	0.00333	0.0055	0.00332	0.006	0.01355	-0.54245	0.00489	0.00047	0.05499	0	1	0	0	migration	1
LG23_15125000_15130000	0	0.00402	0.00296	0.00233	6	0.00323	0.00217	0.00278	0.00232	1.026	-0.39252	0.00291	0.00021	0.04141	0	1	0	0	migration	1
LG23_15175000_15180000	0	0.00167	0.01417	0.0025	9	0.00204	0.00696	0.00183	0.0073	0.74242	-0.30123	0.00541	0.00091	0.09886	0	1	0	0	migration	1
LG23_16610000_16615000	0	0.00453	0.00453	0.00247	4	0.00307	0.00287	0.00307	0.00307	0.01828	-0.40856	0.00317	2e-04	0.03485	0	1	0	0	migration	1
LG23_16820000_16825000	0	0.00423	0.00322	0.01289	9	0.0072	0.00708	0.0075	0.00706	-0.2588	0.01782	0.00698	-0.00015	-0.01194	0	1	0	0	migration	1
LG23_16975000_16980000	0.00021	0.00251	0.00419	0.00398	2	0.0027	0.00348	0.00284	0.00358	-0.33157	-0.1793	0.0042	0.00111	0.1646	1	0	0	0	migration	1
LG23_17355000_17360000	0	0.00269	0.0058	0.01366	20	0.00782	0.00845	0.00716	0.00852	0.59666	-0.05772	0.00845	0.00032	0.02084	0	1	0	0	migration	1
LG23_17575000_17580000	0	0.00021	0.01664	0.0079	10	0.00427	0.01061	0.00355	0.01075	1.28906	-0.08501	0.00797	0.00053	0.03767	0	1	0	0	migration	1
LG23_17645000_17650000	0	0.00468	0.00916	0.00631	3	0.0047	0.00659	0.00481	0.00677	-0.15814	-0.17131	0.0056	-5e-05	-0.00461	0	1	0	0	migration	1
LG24_715000_720000	0	0.00745	0.00768	0.01607	6	0.01009	0.0108	0.0103	0.0104	-0.13155	0.25012	0.01032	-0.00012	-0.00653	0	1	0	0	migration	1
LG24_3425000_3430000	0	0.00585	0.00293	0.00502	3	0.00471	0.00346	0.00476	0.00348	-0.06768	-0.04174	0.0045	0.00042	0.05345	0	1	0	0	migration	1
LG24_4065000_4070000	0	0.00187	0.00604	0.00562	4	0.00343	0.00462	0.00328	0.00511	0.28268	-0.60867	0.004	-2e-05	-0.00314	0	1	0	0	migration	1
LG24_4275000_4280000	0	0.00391	0.00721	0.00453	2	0.00313	0.00514	0.0037	0.00514	-0.97978	-0.00776	0.00467	0.00054	0.06601	0	1	0	0	migration	1
LG24_5040000_5045000	0	0.00541	0.01186	0.00749	7	0.00574	0.00802	0.00565	0.00847	0.10576	-0.34834	0.00863	0.00175	0.12212	0	1	0	0	migration	1
LG24_5645000_5650000	0	0.00451	0.0041	0.0158	17	0.0086	0.00803	0.0089	0.00872	-0.2123	-0.50929	0.00799	-0.00033	-0.02185	0	1	0	0	migration	1
LG24_6340000_6345000	0	0.00416	0.01018	0.0027	2	0.00328	0.00575	0.003	0.00564	0.59212	0.12155	0.00668	0.00217	0.20751	0	1	0	0	migration	1
LG24_6750000_6755000	0	0.00482	0.01153	0.00231	2	0.00292	0.00664	0.00312	0.00606	-0.40856	0.61471	0.00588	0.0011	0.11169	0	1	0	0	migration	1
LG24_6965000_6970000	0	0.00399	0.0105	0.00378	8	0.00326	0.00567	0.0034	0.00626	-0.26374	-0.60107	0.0063	0.00183	0.183	0	1	0	0	migration	1
LG24_7050000_7055000	0	0.00393	0.00414	0.00248	2	0.00265	0.00305	0.00281	0.0029	-0.3627	0.32545	0.00329	0.00044	0.07756	0	1	0	0	migration	1
LG24_7095000_7100000	0	0.00311	0.00166	0.00041	0	0.0013	0.00089	0.00154	0.00091	-0.98191	-0.15482	0.00123	0.00014	0.06559	0	1	0	0	migration	1
