dataset	bialsites_avg	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	minDivAB_avg	maxDivAB_avg	Gmin_avg	Gmax_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf
LG08_18655000_18660000	86.00000	0.00000	0.00227	0.01073	0.00475	4.00000	0.00285	0.00677	0.00307	0.00678	-0.46547	-0.00917	0.00637	0.00157	0.00144	0.01011	0.22662	1.58633	0.15086	0.00000	1.00000	0.00000	0.00000
LG08_19175000_19180000	119.00000	0.00000	0.00599	0.01178	0.00682	2.00000	0.00521	0.00803	0.00561	0.00815	-0.46245	-0.09000	0.00696	0.00034	0.00145	0.01488	0.20792	2.13861	0.02706	0.00000	1.00000	0.00000	0.00000
LG08_19215000_19220000	82.00000	0.00000	0.00481	0.00607	0.00627	4.00000	0.00475	0.00522	0.00485	0.00540	-0.13217	-0.22527	0.00537	0.00038	0.00063	0.00878	0.11688	1.63636	0.04027	0.00000	1.00000	0.00000	0.00000
LG08_19735000_19740000	129.00000	0.00000	0.00972	0.00868	0.00827	5.00000	0.00789	0.00754	0.00788	0.00743	0.00528	0.09956	0.00927	0.00156	0.00414	0.01261	0.44610	1.36059	0.09923	0.00000	1.00000	0.00000	0.00000
LG08_20975000_20980000	80.00000	0.00000	0.00842	0.00796	0.00234	1.00000	0.00438	0.00446	0.00471	0.00451	-0.44861	-0.06747	0.00655	0.00213	0.00094	0.01030	0.14286	1.57143	0.20800	0.00000	1.00000	0.00000	0.00000
LG08_22345000_22350000	68.00000	0.00000	0.00630	0.00195	0.00651	12.00000	0.00505	0.00356	0.00561	0.00371	-0.63963	-0.25396	0.00538	0.00107	0.00152	0.00868	0.28251	1.61435	0.11970	0.00000	1.00000	0.00000	0.00000
LG08_22840000_22845000	68.00000	0.00046	0.00183	0.01145	0.00183	2.00000	0.00127	0.00499	0.00160	0.00582	-1.30088	-0.91060	0.00579	0.00266	0.00321	0.01076	0.55385	1.85934	0.31667	1.00000	0.00000	0.00000	0.00000
LG08_22885000_22890000	58.00000	0.00047	0.00261	0.01044	0.00024	0.00000	0.00111	0.00467	0.00125	0.00468	-0.68157	-0.01342	0.00463	0.00174	0.00166	0.00736	0.35897	1.58974	0.24742	1.00000	0.00000	0.00000	0.00000
LG08_22995000_23000000	92.00000	0.00000	0.00801	0.00719	0.00370	2.00000	0.00490	0.00464	0.00513	0.00477	-0.28212	-0.16901	0.00663	0.00186	0.00164	0.01007	0.24785	1.51807	0.17515	0.00000	1.00000	0.00000	0.00000
LG08_23685000_23690000	97.00000	0.00000	0.00333	0.01332	0.00354	3.00000	0.00330	0.00732	0.00301	0.00738	0.62142	-0.04990	0.00731	0.00199	0.00125	0.01248	0.17089	1.70886	0.16985	0.00000	1.00000	0.00000	0.00000
LG08_23795000_23800000	123.00000	0.00000	0.00743	0.00619	0.01176	7.00000	0.00916	0.00788	0.00840	0.00786	0.58200	0.01657	0.01153	0.00301	0.00392	0.01836	0.33996	1.59245	0.16155	0.00000	1.00000	0.00000	0.00000
LG08_25260000_25265000	52.00000	0.00000	0.00311	0.00400	0.00444	4.00000	0.00345	0.00348	0.00331	0.00370	0.27438	-0.37360	0.00336	-0.00011	0.00089	0.00644	0.26471	1.91912	-0.01739	0.00000	1.00000	0.00000	0.00000
LG08_26185000_26190000	144.00000	0.00000	0.00945	0.00863	0.01150	9.00000	0.00968	0.00879	0.00918	0.00882	0.35624	-0.01802	0.01041	0.00117	0.00164	0.01417	0.15789	1.36184	0.06467	0.00000	1.00000	0.00000	0.00000
LG08_26850000_26855000	167.00000	0.00000	0.00700	0.01524	0.01215	6.00000	0.00843	0.01177	0.00839	0.01200	0.03226	-0.12397	0.01093	0.00083	0.00412	0.01627	0.37696	1.48901	0.04283	0.00000	1.00000	0.00000	0.00000
LG09_425000_430000	78.00000	0.00000	0.00182	0.00767	0.00626	8.00000	0.00371	0.00630	0.00354	0.00610	0.32111	0.20900	0.00494	-0.00006	0.00202	0.01049	0.40816	2.12245	-0.00664	0.00000	1.00000	0.00000	0.00000
LG09_1280000_1285000	102.00000	0.00000	0.00231	0.01111	0.00796	4.00000	0.00460	0.00794	0.00450	0.00835	0.14132	-0.32201	0.00699	0.00072	0.00231	0.01278	0.33000	1.83000	0.05894	0.00000	1.00000	0.00000	0.00000
LG09_1745000_1750000	127.00000	0.00000	0.00603	0.00904	0.01227	10.00000	0.00874	0.00985	0.00801	0.00933	0.58484	0.35410	0.00914	-0.00016	0.00215	0.01679	0.23560	1.83770	-0.00921	0.00000	1.00000	0.00000	0.00000
LG09_1760000_1765000	121.00000	0.00000	0.00471	0.00655	0.01352	21.00000	0.00772	0.00934	0.00798	0.00879	-0.21722	0.40355	0.00926	0.00074	0.00471	0.01372	0.50860	1.48157	0.04491	0.00000	1.00000	0.00000	0.00000
LG09_2630000_2635000	164.00000	0.00000	0.00501	0.01065	0.01858	9.00000	0.01068	0.01307	0.01033	0.01280	0.21496	0.13592	0.01235	0.00048	0.00355	0.01858	0.28732	1.50423	0.02158	0.00000	1.00000	0.00000	0.00000
LG09_2665000_2670000	112.00000	0.00000	0.00825	0.00573	0.01168	20.00000	0.00870	0.00707	0.00873	0.00762	-0.01731	-0.46823	0.00819	0.00031	0.00252	0.01512	0.30745	1.84472	0.02085	0.00000	1.00000	0.00000	0.00000
LG09_2680000_2685000	157.00000	0.00000	0.00901	0.00796	0.01593	7.00000	0.01139	0.01021	0.01092	0.01046	0.27527	-0.15469	0.01081	0.00000	0.00314	0.01698	0.29095	1.57112	0.00024	0.00000	1.00000	0.00000	0.00000
LG09_2735000_2740000	64.00000	0.00000	0.00438	0.00271	0.00626	5.00000	0.00432	0.00362	0.00466	0.00393	-0.45983	-0.50850	0.00381	-0.00016	0.00083	0.00814	0.21884	2.13374	-0.02213	0.00000	1.00000	0.00000	0.00000
LG09_2960000_2965000	106.00000	0.00021	0.00309	0.01132	0.00720	3.00000	0.00444	0.00819	0.00451	0.00811	-0.08714	0.06290	0.00855	0.00223	0.00370	0.01152	0.43316	1.34759	0.16169	1.00000	0.00000	0.00000	0.00000
LG09_3520000_3525000	91.00000	0.00000	0.00317	0.00803	0.00803	7.00000	0.00489	0.00736	0.00490	0.00703	-0.02165	0.30634	0.00631	0.00019	0.00169	0.01267	0.26766	2.00743	0.01644	0.00000	1.00000	0.00000	0.00000
LG09_4050000_4055000	62.00000	0.00000	0.00185	0.00803	0.00288	3.00000	0.00192	0.00453	0.00207	0.00478	-0.46123	-0.33479	0.00343	0.00021	0.00062	0.00659	0.18000	1.92000	0.03364	0.00000	1.00000	0.00000	0.00000
LG09_4115000_4120000	67.00000	0.00000	0.00422	0.00655	0.00338	3.00000	0.00325	0.00420	0.00333	0.00435	-0.14792	-0.22302	0.00414	0.00042	0.00063	0.00676	0.15297	1.63173	0.05765	0.00000	1.00000	0.00000	0.00000
LG09_4750000_4755000	130.00000	0.00000	0.00310	0.01675	0.00703	6.00000	0.00411	0.01038	0.00444	0.01041	-0.47551	-0.02119	0.00826	0.00102	0.00165	0.01613	0.20028	1.95271	0.07103	0.00000	1.00000	0.00000	0.00000
LG09_5905000_5910000	75.00000	0.00000	0.00272	0.00963	0.00335	1.00000	0.00244	0.00640	0.00266	0.00568	-0.51526	0.81603	0.00538	0.00096	0.00021	0.01130	0.03888	2.09935	0.10590	0.00000	1.00000	0.00000	0.00000
LG09_8045000_8050000	91.00000	0.00000	0.00335	0.01507	0.00063	0.00000	0.00173	0.00710	0.00174	0.00687	-0.04083	0.21319	0.00708	0.00266	0.00000	0.01402	0.00000	1.98030	0.24765	0.00000	1.00000	0.00000	0.00000
LG09_8145000_8150000	96.00000	0.00167	0.00272	0.01087	0.00481	6.00000	0.00343	0.00682	0.00330	0.00687	0.25576	-0.04840	0.00866	0.00354	0.00481	0.01275	0.55496	1.47185	0.27391	1.00000	0.00000	0.00000	0.00000
LG09_8280000_8285000	129.00000	0.00000	0.00702	0.01301	0.00661	3.00000	0.00538	0.00796	0.00597	0.00859	-0.63183	-0.47708	0.00713	0.00045	0.00186	0.01115	0.26087	1.56522	0.03582	0.00000	1.00000	0.00000	0.00000
LG09_8380000_8385000	85.00000	0.00062	0.00789	0.00727	0.00187	1.00000	0.00462	0.00382	0.00427	0.00400	0.52321	-0.28862	0.00713	0.00291	0.00332	0.00872	0.46602	1.22330	0.27302	1.00000	0.00000	0.00000	0.00000
LG09_8420000_8425000	152.00000	0.00000	0.00524	0.01321	0.01342	6.00000	0.00828	0.01270	0.00817	0.01167	0.08092	0.57196	0.01191	0.00142	0.00398	0.01783	0.33464	1.49706	0.06885	0.00000	1.00000	0.00000	0.00000
LG09_8450000_8455000	51.00000	0.00000	0.00112	0.00741	0.00292	2.00000	0.00189	0.00470	0.00177	0.00452	0.40771	0.25003	0.00372	0.00042	0.00067	0.00718	0.18121	1.93289	0.06564	0.00000	1.00000	0.00000	0.00000
LG09_8460000_8465000	66.00000	0.00021	0.00250	0.00542	0.00563	4.00000	0.00364	0.00427	0.00356	0.00484	0.14424	-0.75846	0.00627	0.00231	0.00146	0.00896	0.23290	1.43068	0.24179	1.00000	0.00000	0.00000	0.00000
LG09_9605000_9610000	128.00000	0.00000	0.00439	0.01758	0.00481	1.00000	0.00437	0.01014	0.00403	0.00981	0.52962	0.22154	0.00985	0.00259	0.00084	0.01611	0.08501	1.63636	0.16313	0.00000	1.00000	0.00000	0.00000
LG09_10935000_10940000	28.00000	0.00000	0.00187	0.00291	0.00104	2.00000	0.00097	0.00176	0.00128	0.00173	-1.46690	0.10901	0.00206	0.00069	0.00000	0.00458	0.00000	2.22472	0.21627	0.00000	1.00000	0.00000	0.00000
LG09_11000000_11005000	77.00000	0.00000	0.00230	0.00794	0.00585	4.00000	0.00321	0.00557	0.00357	0.00604	-0.65216	-0.49827	0.00446	0.00007	0.00021	0.00857	0.04688	1.92188	0.00858	0.00000	1.00000	0.00000	0.00000
LG09_12070000_12075000	50.00000	0.00000	0.00230	0.00794	0.00021	0.00000	0.00102	0.00366	0.00110	0.00357	-0.45006	0.16913	0.00316	0.00082	0.00000	0.00753	0.00000	2.38235	0.16000	0.00000	1.00000	0.00000	0.00000
LG09_12550000_12555000	58.00000	0.00332	0.00083	0.00726	0.00062	0.00000	0.00061	0.00328	0.00064	0.00345	-0.25127	-0.32254	0.00615	0.00421	0.00436	0.00850	0.70787	1.38202	0.54173	1.00000	0.00000	0.00000	0.00000
LG09_13270000_13275000	70.00000	0.00000	0.00293	0.01048	0.00126	1.00000	0.00158	0.00457	0.00184	0.00514	-0.87431	-0.71336	0.00345	0.00037	0.00021	0.00713	0.06081	2.06757	0.06202	0.00000	1.00000	0.00000	0.00000
LG09_13290000_13295000	65.00000	0.00000	0.00271	0.00770	0.00312	2.00000	0.00271	0.00441	0.00255	0.00474	0.38008	-0.44305	0.00475	0.00119	0.00083	0.00749	0.17518	1.57664	0.15461	0.00000	1.00000	0.00000	0.00000
LG09_13355000_13360000	43.00000	0.00000	0.00210	0.00504	0.00189	2.00000	0.00199	0.00267	0.00175	0.00304	0.85819	-0.75549	0.00267	0.00034	0.00042	0.00588	0.15721	2.20087	0.07383	0.00000	1.00000	0.00000	0.00000
LG09_13370000_13375000	67.00000	0.00000	0.00276	0.00722	0.00425	7.00000	0.00341	0.00497	0.00307	0.00502	0.70930	-0.06772	0.00414	-0.00005	0.00127	0.00849	0.30769	2.05128	-0.00649	0.00000	1.00000	0.00000	0.00000
LG09_13590000_13595000	100.00000	0.00000	0.00334	0.00898	0.00856	14.00000	0.00603	0.00738	0.00521	0.00769	1.00393	-0.25520	0.00760	0.00090	0.00230	0.01337	0.30229	1.75878	0.06793	0.00000	1.00000	0.00000	0.00000
LG09_13690000_13695000	115.00000	0.00168	0.00210	0.02012	0.00021	0.00000	0.00085	0.00890	0.00101	0.00890	-0.94261	-0.00229	0.00935	0.00447	0.00524	0.01467	0.56040	1.56912	0.33351	1.00000	0.00000	0.00000	0.00000
LG09_14895000_14900000	113.00000	0.00000	0.00335	0.01046	0.00983	7.00000	0.00601	0.00834	0.00577	0.00889	0.26617	-0.39775	0.00727	0.00010	0.00042	0.01360	0.05751	1.86901	0.00754	0.00000	1.00000	0.00000	0.00000
LG09_16205000_16210000	88.00000	0.00000	0.00274	0.01494	0.00084	0.00000	0.00135	0.00668	0.00157	0.00691	-0.87082	-0.21844	0.00645	0.00244	0.00063	0.01284	0.09783	1.98913	0.24916	0.00000	1.00000	0.00000	0.00000
LG09_16755000_16760000	82.00000	0.00021	0.00415	0.00829	0.00435	8.00000	0.00340	0.00542	0.00372	0.00554	-0.55320	-0.14002	0.00545	0.00104	0.00187	0.00870	0.34249	1.59831	0.11389	1.00000	0.00000	0.00000	0.00000
LG09_17755000_17760000	47.00000	0.00000	0.00189	0.00796	0.00000	0.00000	0.00071	0.00288	0.00083	0.00349	-0.81841	-1.11390	0.00248	0.00068	0.00000	0.00566	0.00000	2.28169	0.17218	0.00000	0.00000	0.00000	1.00000
LG09_18065000_18070000	85.00000	0.00000	0.00189	0.00756	0.00840	12.00000	0.00514	0.00746	0.00451	0.00699	0.89742	0.43544	0.00622	-0.00008	0.00063	0.01218	0.10131	1.95872	-0.00712	0.00000	1.00000	0.00000	0.00000
LG09_19195000_19200000	93.00000	0.00000	0.00290	0.00725	0.00911	15.00000	0.00567	0.00703	0.00526	0.00716	0.50531	-0.12398	0.00687	0.00052	0.00186	0.01056	0.27136	1.53769	0.04257	0.00000	1.00000	0.00000	0.00000
LG09_19390000_19395000	99.00000	0.00000	0.00399	0.01240	0.00441	3.00000	0.00350	0.00694	0.00368	0.00737	-0.31013	-0.37485	0.00600	0.00078	0.00042	0.01177	0.07004	1.96109	0.07558	0.00000	1.00000	0.00000	0.00000
LG09_19565000_19570000	106.00000	0.00000	0.00732	0.00962	0.00523	4.00000	0.00506	0.00588	0.00549	0.00650	-0.50799	-0.61338	0.00666	0.00118	0.00125	0.01254	0.18848	1.88482	0.10564	0.00000	1.00000	0.00000	0.00000
LG09_21105000_21110000	73.00000	0.00000	0.00420	0.00273	0.00839	13.00000	0.00586	0.00495	0.00551	0.00487	0.40494	0.10729	0.00555	0.00014	0.00126	0.00881	0.22689	1.58824	0.01414	0.00000	1.00000	0.00000	0.00000
LG09_22060000_22065000	40.00000	0.00000	0.00476	0.00021	0.00331	4.00000	0.00320	0.00164	0.00354	0.00154	-0.60238	0.40663	0.00288	0.00045	0.00145	0.00435	0.50400	1.51200	0.09260	0.00000	1.00000	0.00000	0.00000
LG09_22285000_22290000	41.00000	0.00000	0.00271	0.00417	0.00167	2.00000	0.00195	0.00242	0.00192	0.00256	0.09274	-0.34169	0.00253	0.00034	0.00063	0.00542	0.24771	2.14679	0.07893	0.00000	1.00000	0.00000	0.00000
LG09_22470000_22475000	39.00000	0.00000	0.00230	0.00460	0.00125	1.00000	0.00145	0.00224	0.00156	0.00256	-0.42649	-0.78850	0.00200	0.00015	0.00063	0.00376	0.31395	1.88372	0.04269	0.00000	1.00000	0.00000	0.00000
LG09_22560000_22565000	101.00000	0.00000	0.00387	0.01483	0.00301	4.00000	0.00264	0.00735	0.00301	0.00781	-0.79148	-0.38166	0.00623	0.00124	0.00086	0.01375	0.13793	2.20690	0.11924	0.00000	1.00000	0.00000	0.00000
LG09_24330000_24335000	86.00000	0.00000	0.00372	0.00579	0.00828	11.00000	0.00443	0.00603	0.00526	0.00616	-1.01173	-0.13999	0.00526	0.00004	0.00103	0.01159	0.19651	2.20087	0.00382	0.00000	1.00000	0.00000	0.00000
LG09_25070000_25075000	85.00000	0.00000	0.00227	0.00536	0.00989	5.00000	0.00530	0.00661	0.00532	0.00668	-0.02637	-0.06801	0.00606	0.00010	0.00165	0.00989	0.27221	1.63327	0.00914	0.00000	1.00000	0.00000	0.00000
LG09_25135000_25140000	61.00000	0.00000	0.00414	0.00497	0.00352	2.00000	0.00338	0.00348	0.00336	0.00372	0.05068	-0.41101	0.00365	0.00022	0.00062	0.00663	0.17035	1.81703	0.03324	0.00000	1.00000	0.00000	0.00000
LG09_25910000_25915000	39.00000	0.00000	0.00231	0.00252	0.00336	5.00000	0.00252	0.00259	0.00248	0.00257	0.09356	0.03638	0.00267	0.00012	0.00084	0.00482	0.31441	1.80786	0.02430	0.00000	1.00000	0.00000	0.00000
LG09_26285000_26290000	45.00000	0.00020	0.00040	0.00746	0.00101	4.00000	0.00079	0.00306	0.00062	0.00371	1.64712	-1.10898	0.00608	0.00415	0.00040	0.00847	0.06630	1.39227	0.54013	1.00000	0.00000	0.00000	0.00000
LG09_26570000_26575000	87.00000	0.00000	0.00243	0.01215	0.00304	7.00000	0.00205	0.00594	0.00240	0.00665	-0.90334	-0.68931	0.00968	0.00568	0.00061	0.01479	0.06279	1.52791	0.43668	0.00000	1.00000	0.00000	0.00000
LG09_26650000_26655000	66.00000	0.00529	0.00183	0.00427	0.00204	3.00000	0.00138	0.00300	0.00169	0.00276	-1.13964	0.54019	0.00890	0.00671	0.00692	0.01160	0.77764	1.30368	0.62541	1.00000	0.00000	0.00000	0.00000
LG09_26900000_26905000	37.00000	0.00000	0.00227	0.00495	0.00041	1.00000	0.00132	0.00199	0.00117	0.00235	0.75876	-0.95287	0.00199	0.00034	0.00062	0.00412	0.31034	2.06897	0.09983	0.00000	1.00000	0.00000	0.00000
LG10_270000_275000	54.00000	0.00000	0.00083	0.00959	0.00083	2.00000	0.00076	0.00403	0.00073	0.00457	0.27430	-0.75036	0.00276	0.00036	0.00042	0.00646	0.15126	2.34454	0.07552	0.00000	1.00000	0.00000	0.00000
LG10_790000_795000	85.00000	0.00000	0.00333	0.00707	0.00728	5.00000	0.00523	0.00615	0.00465	0.00629	0.80278	-0.14607	0.00556	-0.00013	0.00104	0.01103	0.18711	1.98337	-0.01235	0.00000	1.00000	0.00000	0.00000
LG10_1055000_1060000	88.00000	0.00021	0.00227	0.01091	0.00474	3.00000	0.00303	0.00626	0.00307	0.00685	-0.06709	-0.55860	0.00502	0.00038	0.00144	0.01133	0.28702	2.25513	0.04219	1.00000	0.00000	0.00000	0.00000
LG10_1315000_1320000	163.00000	0.00000	0.01313	0.00584	0.01501	21.00000	0.01251	0.01039	0.01232	0.00913	0.09597	0.89595	0.01100	-0.00045	0.00063	0.01959	0.05684	1.78105	-0.02187	0.00000	1.00000	0.00000	0.00000
LG10_2180000_2185000	78.00000	0.00000	0.00603	0.00753	0.00323	1.00000	0.00416	0.00459	0.00405	0.00471	0.17005	-0.16516	0.00526	0.00089	0.00151	0.00904	0.28636	1.71818	0.09933	0.00000	1.00000	0.00000	0.00000
LG10_2205000_2210000	109.00000	0.00000	0.00691	0.00607	0.00984	4.00000	0.00844	0.00653	0.00733	0.00697	0.97498	-0.40368	0.00818	0.00069	0.00188	0.01340	0.23044	1.63869	0.04776	0.00000	1.00000	0.00000	0.00000
LG10_2695000_2700000	89.00000	0.00000	0.00127	0.01078	0.00676	7.00000	0.00337	0.00706	0.00352	0.00768	-0.27149	-0.52365	0.00753	0.00231	0.00021	0.01141	0.02808	1.51638	0.19486	0.00000	1.00000	0.00000	0.00000
LG10_4170000_4175000	77.00000	0.00000	0.00460	0.00815	0.00334	2.00000	0.00305	0.00476	0.00348	0.00503	-0.78204	-0.34303	0.00483	0.00092	0.00084	0.00815	0.17308	1.68750	0.11400	0.00000	1.00000	0.00000	0.00000
LG10_4990000_4995000	127.00000	0.00063	0.00503	0.01865	0.00230	3.00000	0.00304	0.00909	0.00321	0.00918	-0.32993	-0.05838	0.01078	0.00471	0.00377	0.01886	0.34989	1.74946	0.29739	1.00000	0.00000	0.00000	0.00000
LG10_5575000_5580000	69.00000	0.00000	0.00413	0.00702	0.00310	4.00000	0.00340	0.00430	0.00317	0.00443	0.47228	-0.19694	0.00468	0.00083	0.00041	0.01054	0.08824	2.25000	0.10560	0.00000	1.00000	0.00000	0.00000
LG10_5695000_5700000	107.00000	0.00000	0.00831	0.00977	0.00416	1.00000	0.00564	0.00590	0.00546	0.00610	0.20931	-0.20683	0.00825	0.00248	0.00125	0.01455	0.15105	1.76224	0.19019	0.00000	1.00000	0.00000	0.00000
LG10_5800000_5805000	150.00000	0.00000	0.01048	0.01614	0.00482	7.00000	0.00767	0.00834	0.00670	0.00918	0.93282	-0.58966	0.01195	0.00394	0.00419	0.01635	0.35088	1.36842	0.21163	0.00000	1.00000	0.00000	0.00000
LG10_6175000_6180000	56.00000	0.00000	0.00398	0.00314	0.00460	5.00000	0.00310	0.00342	0.00376	0.00339	-1.12197	0.05068	0.00370	0.00044	0.00021	0.00649	0.05660	1.75472	0.06854	0.00000	1.00000	0.00000	0.00000
LG10_7065000_7070000	83.00000	0.00000	0.00513	0.00557	0.00780	9.00000	0.00522	0.00504	0.00566	0.00586	-0.50605	-0.89925	0.00520	0.00007	0.00045	0.01181	0.08571	2.27143	0.00784	0.00000	1.00000	0.00000	0.00000
LG10_7935000_7940000	42.00000	0.00000	0.00310	0.00269	0.00289	1.00000	0.00267	0.00220	0.00262	0.00244	0.11590	-0.61851	0.00284	0.00040	0.00103	0.00496	0.36437	1.74899	0.08160	0.00000	1.00000	0.00000	0.00000
LG10_7970000_7975000	92.00000	0.00042	0.00750	0.00771	0.00354	2.00000	0.00424	0.00470	0.00484	0.00493	-0.79530	-0.30282	0.00627	0.00181	0.00167	0.01167	0.26568	1.85978	0.18089	1.00000	0.00000	0.00000	0.00000
LG10_9590000_9595000	102.00000	0.00000	0.00393	0.01407	0.00310	2.00000	0.00303	0.00783	0.00308	0.00752	-0.09554	0.26912	0.00958	0.00415	0.00083	0.01655	0.08633	1.72662	0.29414	0.00000	1.00000	0.00000	0.00000
LG10_10495000_10500000	90.00000	0.00147	0.00231	0.01385	0.00126	1.00000	0.00147	0.00645	0.00156	0.00662	-0.37095	-0.16332	0.00728	0.00332	0.00441	0.00966	0.60577	1.32692	0.31356	1.00000	0.00000	0.00000	0.00000
LG10_10505000_10510000	32.00000	0.00000	0.00189	0.00273	0.00210	1.00000	0.00178	0.00181	0.00175	0.00212	0.10901	-0.91852	0.00195	0.00016	0.00021	0.00441	0.10778	2.26347	0.04542	0.00000	1.00000	0.00000	0.00000
LG10_10635000_10640000	47.00000	0.00000	0.00317	0.00593	0.00085	0.00000	0.00175	0.00264	0.00176	0.00297	-0.04083	-0.70092	0.00266	0.00046	0.00000	0.00529	0.00000	1.99115	0.10328	0.00000	1.00000	0.00000	0.00000
LG10_12510000_12515000	54.00000	0.00000	0.00167	0.00688	0.00271	4.00000	0.00233	0.00384	0.00192	0.00420	1.36324	-0.55446	0.00349	0.00040	0.00063	0.00834	0.17940	2.39203	0.06616	0.00000	1.00000	0.00000	0.00000
LG10_12655000_12660000	74.00000	0.00000	0.00390	0.01170	0.00138	1.00000	0.00225	0.00593	0.00231	0.00573	-0.17023	0.23230	0.00712	0.00303	0.00023	0.01170	0.03220	1.64222	0.28796	0.00000	1.00000	0.00000	0.00000
LG10_12815000_12820000	62.00000	0.00000	0.00230	0.00460	0.00606	5.00000	0.00394	0.00429	0.00366	0.00467	0.49106	-0.51722	0.00432	0.00020	0.00188	0.00878	0.43548	2.03226	0.02607	0.00000	1.00000	0.00000	0.00000
LG10_13510000_13515000	50.00000	0.00000	0.00290	0.00393	0.00352	5.00000	0.00259	0.00301	0.00281	0.00326	-0.48724	-0.49778	0.00295	0.00015	0.00062	0.00579	0.21012	1.96109	0.02913	0.00000	1.00000	0.00000	0.00000
LG10_13865000_13870000	55.00000	0.00000	0.00331	0.00456	0.00352	3.00000	0.00286	0.00356	0.00299	0.00354	-0.28676	0.04469	0.00356	0.00035	0.00083	0.00559	0.23301	1.57282	0.05540	0.00000	1.00000	0.00000	0.00000
LG10_14155000_14160000	63.00000	0.00000	0.00170	0.01040	0.00127	1.00000	0.00119	0.00447	0.00130	0.00511	-0.53218	-0.80482	0.00354	0.00071	0.00106	0.00722	0.30000	2.04000	0.12000	0.00000	1.00000	0.00000	0.00000
LG10_16860000_16865000	54.00000	0.00000	0.00187	0.00727	0.00208	1.00000	0.00173	0.00359	0.00173	0.00410	0.00911	-0.79219	0.00283	0.00017	0.00083	0.00831	0.29388	2.93878	0.03341	0.00000	1.00000	0.00000	0.00000
LG10_17940000_17945000	70.00000	0.00000	0.00185	0.00762	0.00494	5.00000	0.00307	0.00534	0.00298	0.00550	0.21127	-0.18813	0.00445	0.00024	0.00082	0.00947	0.18509	2.12853	0.03048	0.00000	1.00000	0.00000	0.00000
LG10_18155000_18160000	119.00000	0.00000	0.00335	0.01131	0.01026	7.00000	0.00585	0.00970	0.00596	0.00945	-0.12063	0.17540	0.00854	0.00076	0.00105	0.01256	0.12262	1.47139	0.05081	0.00000	1.00000	0.00000	0.00000
LG10_19305000_19310000	98.00000	0.00000	0.00423	0.00677	0.00973	9.00000	0.00665	0.00674	0.00611	0.00722	0.57020	-0.43294	0.00670	0.00000	0.00233	0.01205	0.34737	1.80000	0.00000	0.00000	1.00000	0.00000	0.00000
LG10_19950000_19955000	107.00000	0.00000	0.00469	0.00716	0.01458	10.00000	0.00802	0.00988	0.00844	0.00952	-0.31970	0.24453	0.00856	-0.00039	0.00198	0.01532	0.23077	1.78846	-0.02415	0.00000	1.00000	0.00000	0.00000
LG10_20050000_20055000	108.00000	0.00000	0.00474	0.00721	0.01030	7.00000	0.00607	0.00719	0.00658	0.00767	-0.50460	-0.39749	0.00660	-0.00003	0.00124	0.01174	0.18718	1.77816	-0.00245	0.00000	1.00000	0.00000	0.00000
LG10_21590000_21595000	109.00000	0.00000	0.00199	0.01285	0.00931	7.00000	0.00513	0.00919	0.00495	0.00971	0.22887	-0.34370	0.00720	0.00004	0.00244	0.01463	0.33846	2.03077	0.00337	0.00000	1.00000	0.00000	0.00000
LG11_50000_55000	130.00000	0.00000	0.00415	0.01091	0.01331	4.00000	0.00813	0.01076	0.00764	0.01061	0.41050	0.09584	0.00995	0.00050	0.00305	0.01375	0.30694	1.38124	0.02829	0.00000	1.00000	0.00000	0.00000
LG11_1615000_1620000	87.00000	0.00000	0.00361	0.00785	0.00700	7.00000	0.00478	0.00635	0.00465	0.00650	0.18595	-0.15198	0.00539	-0.00018	0.00085	0.01294	0.15755	2.40263	-0.01787	0.00000	1.00000	0.00000	0.00000
LG11_2150000_2155000	100.00000	0.00000	0.00354	0.00666	0.01062	10.00000	0.00620	0.00748	0.00620	0.00757	0.00410	-0.07402	0.00701	0.00017	0.00167	0.01083	0.23762	1.54455	0.01310	0.00000	1.00000	0.00000	0.00000
LG11_3250000_3255000	94.00000	0.00000	0.00590	0.00485	0.00906	7.00000	0.00681	0.00621	0.00655	0.00609	0.25650	0.12500	0.00649	-0.00003	0.00190	0.01075	0.29242	1.65704	-0.00216	0.00000	1.00000	0.00000	0.00000
LG11_4110000_4115000	79.00000	0.00000	0.00267	0.00646	0.00847	9.00000	0.00464	0.00755	0.00488	0.00654	-0.32122	0.99211	0.00696	0.00087	0.00089	0.01337	0.12811	1.92171	0.07202	0.00000	1.00000	0.00000	0.00000
LG11_5990000_5995000	54.00000	0.00000	0.00290	0.00497	0.00331	5.00000	0.00257	0.00337	0.00272	0.00363	-0.35615	-0.45580	0.00296	-0.00001	0.00021	0.00808	0.07004	2.73152	-0.00212	0.00000	1.00000	0.00000	0.00000
LG11_6010000_6015000	51.00000	0.00000	0.00147	0.00567	0.00357	5.00000	0.00207	0.00374	0.00221	0.00404	-0.38560	-0.48765	0.00300	0.00009	0.00021	0.00756	0.07004	2.52140	0.01722	0.00000	1.00000	0.00000	0.00000
